,City,Customer type,Gender,Product line,Unit price,Quantity,Tax 5%,Total,Date,Time,Payment_mode,cogs,gross margin percentage,gross income,Rating,Rating_range,Hour,Minute,Day,Month,Year
482,Yangon,Normal,Male,Sports and travel,37.14,5,9.285,194.985,2019-01-08,13:05,Ewallet,185.7,4.761904762,9.285,5.0,4-5,13,5,8,January,2019
483,Mandalay,Member,Male,Home and lifestyle,60.38,10,30.19,633.99,2019-02-12,16:19,Cash,603.8,4.761904762,30.19,6.0,5-6,16,19,12,February,2019
484,Naypyitaw,Member,Female,Sports and travel,36.98,10,18.49,388.29,2019-01-01,19:48,Credit card,369.8,4.761904762,18.49,7.0,6-7,19,48,1,January,2019
485,Mandalay,Member,Female,Sports and travel,49.49,4,9.898,207.858,2019-03-21,15:25,Ewallet,197.96,4.761904762,9.898,6.6,6-7,15,25,21,March,2019
486,Mandalay,Normal,Female,Fashion accessories,41.09,10,20.545,431.445,2019-02-28,14:42,Cash,410.9,4.761904762,20.545,7.3,7-8,14,42,28,February,2019
487,Yangon,Normal,Male,Fashion accessories,37.15,4,7.43,156.03,2019-03-23,18:59,Ewallet,148.6,4.761904762,7.43,8.3,8-9,18,59,23,March,2019
488,Naypyitaw,Normal,Male,Home and lifestyle,22.96,1,1.148,24.108,2019-01-30,20:47,Cash,22.96,4.761904762,1.148,4.3,4-5,20,47,30,January,2019
489,Mandalay,Member,Female,Home and lifestyle,77.68,9,34.956,734.076,2019-02-04,13:21,Ewallet,699.12,4.761904762,34.956,9.8,9-10,13,21,4,February,2019
490,Mandalay,Normal,Female,Fashion accessories,34.7,2,3.47,72.87,2019-03-13,19:48,Ewallet,69.4,4.761904762,3.47,8.2,8-9,19,48,13,March,2019
491,Yangon,Member,Female,Fashion accessories,19.66,10,9.83,206.43,2019-03-15,18:20,Credit card,196.6,4.761904762,9.83,7.2,7-8,18,20,15,March,2019
492,Mandalay,Member,Female,Health and beauty,25.32,8,10.128,212.688,2019-03-05,20:24,Ewallet,202.56,4.761904762,10.128,8.7,8-9,20,24,5,March,2019
493,Naypyitaw,Member,Female,Home and lifestyle,12.12,10,6.06,127.26,2019-03-05,13:44,Credit card,121.2,4.761904762,6.06,8.4,8-9,13,44,5,March,2019
494,Mandalay,Normal,Male,Fashion accessories,99.89,2,9.989,209.769,2019-02-26,11:48,Ewallet,199.78,4.761904762,9.989,7.1,7-8,11,48,26,February,2019
495,Mandalay,Normal,Male,Sports and travel,75.92,8,30.368,637.728,2019-03-20,14:14,Cash,607.36,4.761904762,30.368,5.5,5-6,14,14,20,March,2019
496,Naypyitaw,Normal,Female,Electronic accessories,63.22,2,6.322,132.762,2019-01-01,15:51,Cash,126.44,4.761904762,6.322,8.5,8-9,15,51,1,January,2019
497,Naypyitaw,Normal,Female,Food and beverages,90.24,6,27.072,568.512,2019-01-27,11:17,Cash,541.44,4.761904762,27.072,6.2,6-7,11,17,27,January,2019
498,Mandalay,Member,Female,Sports and travel,98.13,1,4.9065,103.0365,2019-01-21,17:36,Cash,98.13,4.761904762,4.9065,8.9,8-9,17,36,21,January,2019
499,Yangon,Member,Female,Sports and travel,51.52,8,20.608,432.768,2019-02-02,15:47,Cash,412.16,4.761904762,20.608,9.6,9-10,15,47,2,February,2019
500,Mandalay,Member,Male,Sports and travel,73.97,1,3.6985,77.6685,2019-02-03,15:53,Credit card,73.97,4.761904762,3.6985,5.4,5-6,15,53,3,February,2019
501,Naypyitaw,Member,Female,Fashion accessories,31.9,1,1.595,33.495,2019-01-05,12:40,Ewallet,31.9,4.761904762,1.595,9.1,9-10,12,40,5,January,2019
502,Naypyitaw,Normal,Male,Home and lifestyle,69.4,2,6.94,145.74,2019-01-27,19:48,Ewallet,138.8,4.761904762,6.94,9.0,8-9,19,48,27,January,2019
503,Mandalay,Normal,Female,Sports and travel,93.31,2,9.331,195.951,2019-03-25,17:53,Cash,186.62,4.761904762,9.331,6.3,6-7,17,53,25,March,2019
504,Mandalay,Normal,Male,Sports and travel,88.45,1,4.4225,92.8725,2019-02-25,16:36,Credit card,88.45,4.761904762,4.4225,9.5,9-10,16,36,25,February,2019
505,Yangon,Member,Male,Electronic accessories,24.18,8,9.672,203.112,2019-01-28,20:54,Ewallet,193.44,4.761904762,9.672,9.8,9-10,20,54,28,January,2019
506,Mandalay,Member,Female,Sports and travel,48.5,3,7.275,152.775,2019-01-08,12:50,Cash,145.5,4.761904762,7.275,6.7,6-7,12,50,8,January,2019
507,Mandalay,Normal,Female,Food and beverages,84.05,6,25.215,529.515,2019-01-29,10:48,Credit card,504.3,4.761904762,25.215,7.7,7-8,10,48,29,January,2019
508,Mandalay,Member,Male,Health and beauty,61.29,5,15.3225,321.7725,2019-03-29,14:28,Cash,306.45,4.761904762,15.3225,7.0,6-7,14,28,29,March,2019
509,Naypyitaw,Member,Female,Home and lifestyle,15.95,6,4.785,100.485,2019-02-09,17:15,Credit card,95.7,4.761904762,4.785,5.1,5-6,17,15,9,February,2019
510,Mandalay,Member,Female,Sports and travel,90.74,7,31.759,666.939,2019-01-16,18:03,Credit card,635.18,4.761904762,31.759,6.2,6-7,18,3,16,January,2019
511,Yangon,Normal,Female,Home and lifestyle,42.91,5,10.7275,225.2775,2019-01-05,17:29,Ewallet,214.55,4.761904762,10.7275,6.1,6-7,17,29,5,January,2019
512,Yangon,Normal,Female,Fashion accessories,54.28,7,18.998,398.958,2019-01-27,18:05,Ewallet,379.96,4.761904762,18.998,9.3,9-10,18,5,27,January,2019
513,Yangon,Normal,Male,Electronic accessories,99.55,7,34.8425,731.6925,2019-03-14,12:07,Cash,696.85,4.761904762,34.8425,7.6,7-8,12,7,14,March,2019
514,Naypyitaw,Member,Male,Sports and travel,58.39,7,20.4365,429.1665,2019-02-23,19:49,Credit card,408.73,4.761904762,20.4365,8.2,8-9,19,49,23,February,2019
515,Naypyitaw,Member,Female,Fashion accessories,51.47,1,2.5735,54.0435,2019-03-18,15:52,Ewallet,51.47,4.761904762,2.5735,8.5,8-9,15,52,18,March,2019
516,Mandalay,Member,Male,Health and beauty,54.86,5,13.715,288.015,2019-03-29,16:48,Ewallet,274.3,4.761904762,13.715,9.8,9-10,16,48,29,March,2019
517,Naypyitaw,Member,Male,Home and lifestyle,39.39,5,9.8475,206.7975,2019-01-22,20:46,Credit card,196.95,4.761904762,9.8475,8.7,8-9,20,46,22,January,2019
518,Yangon,Normal,Male,Home and lifestyle,34.73,2,3.473,72.933,2019-03-01,18:14,Ewallet,69.46,4.761904762,3.473,9.7,9-10,18,14,1,March,2019
519,Naypyitaw,Member,Male,Sports and travel,71.92,5,17.98,377.58,2019-01-17,15:05,Credit card,359.6,4.761904762,17.98,4.3,4-5,15,5,17,January,2019
520,Mandalay,Normal,Female,Electronic accessories,45.71,3,6.8565,143.9865,2019-03-26,10:34,Credit card,137.13,4.761904762,6.8565,7.7,7-8,10,34,26,March,2019
521,Naypyitaw,Member,Female,Home and lifestyle,83.17,6,24.951,523.971,2019-03-20,11:23,Cash,499.02,4.761904762,24.951,7.3,7-8,11,23,20,March,2019
522,Yangon,Member,Female,Home and lifestyle,37.44,6,11.232,235.872,2019-02-06,13:55,Credit card,224.64,4.761904762,11.232,5.9,5-6,13,55,6,February,2019
523,Naypyitaw,Normal,Male,Health and beauty,62.87,2,6.287,132.027,2019-01-01,11:43,Cash,125.74,4.761904762,6.287,5.0,4-5,11,43,1,January,2019
524,Yangon,Normal,Male,Food and beverages,81.71,6,24.513,514.773,2019-01-27,14:36,Credit card,490.26,4.761904762,24.513,8.0,7-8,14,36,27,January,2019
525,Yangon,Member,Female,Sports and travel,91.41,5,22.8525,479.9025,2019-02-25,16:03,Ewallet,457.05,4.761904762,22.8525,7.1,7-8,16,3,25,February,2019
526,Mandalay,Normal,Male,Fashion accessories,39.21,4,7.842,164.682,2019-01-16,20:03,Credit card,156.84,4.761904762,7.842,9.0,8-9,20,3,16,January,2019
527,Mandalay,Member,Male,Fashion accessories,59.86,2,5.986,125.706,2019-01-13,14:55,Ewallet,119.72,4.761904762,5.986,6.7,6-7,14,55,13,January,2019
528,Mandalay,Member,Female,Food and beverages,54.36,10,27.18,570.78,2019-02-07,11:28,Credit card,543.6,4.761904762,27.18,6.1,6-7,11,28,7,February,2019
529,Yangon,Normal,Male,Sports and travel,98.09,9,44.1405,926.9505,2019-02-17,19:41,Cash,882.81,4.761904762,44.1405,9.3,9-10,19,41,17,February,2019
530,Yangon,Normal,Male,Health and beauty,25.43,6,7.629,160.209,2019-02-12,19:01,Ewallet,152.58,4.761904762,7.629,7.0,6-7,19,1,12,February,2019
531,Yangon,Member,Male,Fashion accessories,86.68,8,34.672,728.112,2019-01-24,18:04,Credit card,693.44,4.761904762,34.672,7.2,7-8,18,4,24,January,2019
532,Mandalay,Normal,Male,Electronic accessories,22.95,10,11.475,240.975,2019-02-06,19:20,Ewallet,229.5,4.761904762,11.475,8.2,8-9,19,20,6,February,2019
533,Naypyitaw,Normal,Female,Food and beverages,16.31,9,7.3395,154.1295,2019-03-26,10:31,Ewallet,146.79,4.761904762,7.3395,8.4,8-9,10,31,26,March,2019
534,Yangon,Normal,Female,Home and lifestyle,28.32,5,7.08,148.68,2019-03-11,13:28,Ewallet,141.6,4.761904762,7.08,6.2,6-7,13,28,11,March,2019
535,Naypyitaw,Normal,Male,Home and lifestyle,16.67,7,5.8345,122.5245,2019-02-07,11:36,Ewallet,116.69,4.761904762,5.8345,7.4,7-8,11,36,7,February,2019
536,Mandalay,Member,Female,Fashion accessories,73.96,1,3.698,77.658,2019-01-05,11:32,Credit card,73.96,4.761904762,3.698,5.0,4-5,11,32,5,January,2019
537,Yangon,Normal,Male,Home and lifestyle,97.94,1,4.897,102.837,2019-03-07,11:44,Ewallet,97.94,4.761904762,4.897,6.9,6-7,11,44,7,March,2019
538,Yangon,Normal,Female,Fashion accessories,73.05,4,14.61,306.81,2019-02-25,17:16,Credit card,292.2,4.761904762,14.61,4.9,4-5,17,16,25,February,2019
539,Naypyitaw,Member,Female,Food and beverages,87.48,6,26.244,551.124,2019-02-01,18:43,Ewallet,524.88,4.761904762,26.244,5.1,5-6,18,43,1,February,2019
540,Yangon,Normal,Male,Home and lifestyle,30.68,3,4.602,96.642,2019-01-22,11:00,Ewallet,92.04,4.761904762,4.602,9.1,9-10,11,0,22,January,2019
541,Naypyitaw,Member,Male,Health and beauty,75.88,1,3.794,79.674,2019-01-03,10:30,Credit card,75.88,4.761904762,3.794,7.1,7-8,10,30,3,January,2019
542,Mandalay,Member,Female,Sports and travel,20.18,4,4.036,84.756,2019-02-13,12:14,Credit card,80.72,4.761904762,4.036,5.0,4-5,12,14,13,February,2019
543,Naypyitaw,Member,Male,Electronic accessories,18.77,6,5.631,118.251,2019-01-28,16:43,Credit card,112.62,4.761904762,5.631,5.5,5-6,16,43,28,January,2019
544,Mandalay,Normal,Female,Food and beverages,71.2,1,3.56,74.76,2019-01-05,20:40,Credit card,71.2,4.761904762,3.56,9.2,9-10,20,40,5,January,2019
545,Mandalay,Member,Male,Home and lifestyle,38.81,4,7.762,163.002,2019-03-19,13:40,Ewallet,155.24,4.761904762,7.762,4.9,4-5,13,40,19,March,2019
546,Yangon,Normal,Female,Fashion accessories,29.42,10,14.71,308.91,2019-01-12,16:23,Ewallet,294.2,4.761904762,14.71,8.9,8-9,16,23,12,January,2019
547,Yangon,Normal,Male,Sports and travel,60.95,9,27.4275,575.9775,2019-01-07,12:08,Credit card,548.55,4.761904762,27.4275,6.0,5-6,12,8,7,January,2019
548,Mandalay,Normal,Female,Sports and travel,51.54,5,12.885,270.585,2019-01-26,17:45,Cash,257.7,4.761904762,12.885,4.2,4-5,17,45,26,January,2019
549,Yangon,Normal,Female,Electronic accessories,66.06,6,19.818,416.178,2019-01-23,10:28,Cash,396.36,4.761904762,19.818,7.3,7-8,10,28,23,January,2019
550,Mandalay,Normal,Male,Fashion accessories,57.27,3,8.5905,180.4005,2019-02-09,20:31,Ewallet,171.81,4.761904762,8.5905,6.5,6-7,20,31,9,February,2019
551,Mandalay,Normal,Female,Fashion accessories,54.31,9,24.4395,513.2295,2019-02-22,10:49,Cash,488.79,4.761904762,24.4395,8.9,8-9,10,49,22,February,2019
552,Mandalay,Normal,Female,Health and beauty,58.24,9,26.208,550.368,2019-02-05,12:34,Cash,524.16,4.761904762,26.208,9.7,9-10,12,34,5,February,2019
553,Naypyitaw,Normal,Male,Electronic accessories,22.21,6,6.663,139.923,2019-03-07,10:23,Credit card,133.26,4.761904762,6.663,8.6,8-9,10,23,7,March,2019
554,Yangon,Member,Male,Electronic accessories,19.32,7,6.762,142.002,2019-03-25,18:51,Cash,135.24,4.761904762,6.762,6.9,6-7,18,51,25,March,2019
555,Mandalay,Normal,Male,Home and lifestyle,37.48,3,5.622,118.062,2019-01-20,13:45,Credit card,112.44,4.761904762,5.622,7.7,7-8,13,45,20,January,2019
556,Mandalay,Member,Female,Fashion accessories,72.04,2,7.204,151.284,2019-02-04,19:38,Cash,144.08,4.761904762,7.204,9.5,9-10,19,38,4,February,2019
557,Naypyitaw,Member,Female,Food and beverages,98.52,10,49.26,1034.46,2019-01-30,20:23,Ewallet,985.2,4.761904762,49.26,4.5,4-5,20,23,30,January,2019
558,Yangon,Member,Male,Food and beverages,41.66,6,12.498,262.458,2019-01-02,15:24,Ewallet,249.96,4.761904762,12.498,5.6,5-6,15,24,2,January,2019
559,Yangon,Member,Female,Home and lifestyle,72.42,3,10.863,228.123,2019-03-29,16:54,Ewallet,217.26,4.761904762,10.863,8.2,8-9,16,54,29,March,2019
560,Mandalay,Normal,Male,Electronic accessories,21.58,9,9.711,203.931,2019-03-14,12:32,Cash,194.22,4.761904762,9.711,7.3,7-8,12,32,14,March,2019
561,Naypyitaw,Normal,Male,Food and beverages,89.2,10,44.6,936.6,2019-02-11,15:42,Credit card,892.0,4.761904762,44.6,4.4,4-5,15,42,11,February,2019
562,Mandalay,Normal,Female,Electronic accessories,42.42,8,16.968,356.328,2019-01-30,13:58,Ewallet,339.36,4.761904762,16.968,5.7,5-6,13,58,30,January,2019
563,Yangon,Member,Male,Electronic accessories,74.51,6,22.353,469.413,2019-03-20,15:08,Ewallet,447.06,4.761904762,22.353,5.0,4-5,15,8,20,March,2019
564,Mandalay,Normal,Male,Fashion accessories,99.25,2,9.925,208.425,2019-03-20,13:02,Cash,198.5,4.761904762,9.925,9.0,8-9,13,2,20,March,2019
565,Yangon,Normal,Female,Food and beverages,81.21,10,40.605,852.705,2019-01-17,13:01,Credit card,812.1,4.761904762,40.605,6.3,6-7,13,1,17,January,2019
566,Naypyitaw,Normal,Female,Sports and travel,49.33,10,24.665,517.965,2019-02-03,16:40,Credit card,493.3,4.761904762,24.665,9.4,9-10,16,40,3,February,2019
567,Yangon,Normal,Female,Fashion accessories,65.74,9,29.583,621.243,2019-01-01,13:55,Cash,591.66,4.761904762,29.583,7.7,7-8,13,55,1,January,2019
568,Mandalay,Normal,Female,Fashion accessories,79.86,7,27.951,586.971,2019-01-10,10:33,Credit card,559.02,4.761904762,27.951,5.5,5-6,10,33,10,January,2019
569,Naypyitaw,Normal,Female,Sports and travel,73.98,7,25.893,543.753,2019-03-02,16:42,Ewallet,517.86,4.761904762,25.893,4.1,4-5,16,42,2,March,2019
570,Mandalay,Member,Female,Home and lifestyle,82.04,5,20.51,430.71,2019-02-25,17:16,Credit card,410.2,4.761904762,20.51,7.6,7-8,17,16,25,February,2019
571,Mandalay,Member,Male,Sports and travel,26.67,10,13.335,280.035,2019-01-29,11:48,Cash,266.7,4.761904762,13.335,8.6,8-9,11,48,29,January,2019
572,Yangon,Member,Male,Food and beverages,10.13,7,3.5455,74.4555,2019-03-10,19:35,Ewallet,70.91,4.761904762,3.5455,8.3,8-9,19,35,10,March,2019
573,Mandalay,Normal,Male,Food and beverages,72.39,2,7.239,152.019,2019-01-13,19:55,Credit card,144.78,4.761904762,7.239,8.1,8-9,19,55,13,January,2019
574,Yangon,Normal,Male,Sports and travel,85.91,5,21.4775,451.0275,2019-03-22,14:33,Credit card,429.55,4.761904762,21.4775,8.6,8-9,14,33,22,March,2019
575,Mandalay,Member,Male,Fashion accessories,81.31,7,28.4585,597.6285,2019-03-01,19:49,Ewallet,569.17,4.761904762,28.4585,6.3,6-7,19,49,1,March,2019
576,Mandalay,Normal,Male,Food and beverages,60.3,4,12.06,253.26,2019-02-20,18:43,Cash,241.2,4.761904762,12.06,5.8,5-6,18,43,20,February,2019
577,Naypyitaw,Normal,Male,Food and beverages,31.77,4,6.354,133.434,2019-01-14,14:43,Ewallet,127.08,4.761904762,6.354,6.2,6-7,14,43,14,January,2019
578,Yangon,Normal,Female,Health and beauty,64.27,4,12.854,269.934,2019-03-26,13:54,Cash,257.08,4.761904762,12.854,7.7,7-8,13,54,26,March,2019
579,Mandalay,Normal,Male,Health and beauty,69.51,2,6.951,145.971,2019-03-01,12:15,Ewallet,139.02,4.761904762,6.951,8.1,8-9,12,15,1,March,2019
580,Naypyitaw,Normal,Male,Food and beverages,27.22,3,4.083,85.743,2019-01-07,12:37,Cash,81.66,4.761904762,4.083,7.3,7-8,12,37,7,January,2019
581,Yangon,Member,Female,Health and beauty,77.68,4,15.536,326.256,2019-02-01,19:54,Cash,310.72,4.761904762,15.536,8.4,8-9,19,54,1,February,2019
582,Naypyitaw,Member,Female,Fashion accessories,92.98,2,9.298,195.258,2019-02-13,15:06,Credit card,185.96,4.761904762,9.298,8.0,7-8,15,6,13,February,2019
583,Mandalay,Member,Female,Fashion accessories,18.08,4,3.616,75.936,2019-01-14,18:03,Credit card,72.32,4.761904762,3.616,9.5,9-10,18,3,14,January,2019
584,Mandalay,Normal,Male,Sports and travel,63.06,3,9.459,198.639,2019-01-19,15:58,Ewallet,189.18,4.761904762,9.459,7.0,6-7,15,58,19,January,2019
585,Yangon,Normal,Male,Health and beauty,51.71,4,10.342,217.182,2019-03-09,13:53,Credit card,206.84,4.761904762,10.342,9.8,9-10,13,53,9,March,2019
586,Yangon,Normal,Female,Food and beverages,52.34,3,7.851,164.871,2019-03-27,14:03,Cash,157.02,4.761904762,7.851,9.2,9-10,14,3,27,March,2019
587,Yangon,Normal,Female,Sports and travel,43.06,5,10.765,226.065,2019-02-04,16:38,Ewallet,215.3,4.761904762,10.765,7.7,7-8,16,38,4,February,2019
588,Naypyitaw,Normal,Male,Fashion accessories,59.61,10,29.805,625.905,2019-03-14,11:07,Cash,596.1,4.761904762,29.805,5.3,5-6,11,7,14,March,2019
589,Yangon,Normal,Male,Health and beauty,14.62,5,3.655,76.755,2019-03-04,12:23,Cash,73.1,4.761904762,3.655,4.4,4-5,12,23,4,March,2019
590,Naypyitaw,Member,Male,Health and beauty,46.53,6,13.959,293.139,2019-03-03,10:54,Credit card,279.18,4.761904762,13.959,4.3,4-5,10,54,3,March,2019
591,Naypyitaw,Member,Female,Home and lifestyle,24.24,7,8.484,178.164,2019-01-27,17:38,Ewallet,169.68,4.761904762,8.484,9.4,9-10,17,38,27,January,2019
592,Yangon,Member,Female,Sports and travel,45.58,1,2.279,47.859,2019-02-07,14:13,Cash,45.58,4.761904762,2.279,9.8,9-10,14,13,7,February,2019
593,Yangon,Member,Female,Sports and travel,75.2,3,11.28,236.88,2019-02-05,11:51,Ewallet,225.6,4.761904762,11.28,4.8,4-5,11,51,5,February,2019
594,Mandalay,Member,Male,Sports and travel,96.8,3,14.52,304.92,2019-03-15,13:05,Cash,290.4,4.761904762,14.52,5.3,5-6,13,5,15,March,2019
595,Mandalay,Normal,Male,Health and beauty,14.82,3,2.223,46.683,2019-03-01,11:30,Credit card,44.46,4.761904762,2.223,8.7,8-9,11,30,1,March,2019
596,Yangon,Normal,Male,Food and beverages,52.2,3,7.83,164.43,2019-02-15,13:30,Credit card,156.6,4.761904762,7.83,9.5,9-10,13,30,15,February,2019
597,Naypyitaw,Normal,Female,Sports and travel,46.66,9,20.997,440.937,2019-02-17,19:11,Ewallet,419.94,4.761904762,20.997,5.3,5-6,19,11,17,February,2019
598,Naypyitaw,Normal,Female,Fashion accessories,36.85,5,9.2125,193.4625,2019-01-26,18:53,Cash,184.25,4.761904762,9.2125,9.2,9-10,18,53,26,January,2019
599,Yangon,Member,Female,Home and lifestyle,70.32,2,7.032,147.672,2019-03-24,14:22,Ewallet,140.64,4.761904762,7.032,9.6,9-10,14,22,24,March,2019
600,Naypyitaw,Normal,Male,Electronic accessories,83.08,1,4.154,87.234,2019-01-23,17:16,Ewallet,83.08,4.761904762,4.154,6.4,6-7,17,16,23,January,2019
601,Naypyitaw,Normal,Female,Fashion accessories,64.99,1,3.2495,68.2395,2019-01-26,10:06,Credit card,64.99,4.761904762,3.2495,4.5,4-5,10,6,26,January,2019
602,Naypyitaw,Normal,Male,Food and beverages,77.56,10,38.78,814.38,2019-03-14,20:35,Ewallet,775.6,4.761904762,38.78,6.9,6-7,20,35,14,March,2019
603,Mandalay,Normal,Female,Sports and travel,54.51,6,16.353,343.413,2019-03-17,13:54,Ewallet,327.06,4.761904762,16.353,7.8,7-8,13,54,17,March,2019
604,Naypyitaw,Member,Female,Fashion accessories,51.89,7,18.1615,381.3915,2019-01-08,20:08,Cash,363.23,4.761904762,18.1615,4.5,4-5,20,8,8,January,2019
605,Mandalay,Normal,Male,Home and lifestyle,31.75,4,6.35,133.35,2019-02-08,15:26,Cash,127.0,4.761904762,6.35,8.6,8-9,15,26,8,February,2019
606,Yangon,Member,Female,Fashion accessories,53.65,7,18.7775,394.3275,2019-02-10,12:56,Ewallet,375.55,4.761904762,18.7775,5.2,5-6,12,56,10,February,2019
607,Naypyitaw,Member,Female,Food and beverages,49.79,4,9.958,209.118,2019-03-28,19:16,Credit card,199.16,4.761904762,9.958,6.4,6-7,19,16,28,March,2019
608,Yangon,Normal,Male,Fashion accessories,30.61,1,1.5305,32.1405,2019-01-23,12:20,Ewallet,30.61,4.761904762,1.5305,5.2,5-6,12,20,23,January,2019
609,Mandalay,Member,Male,Food and beverages,57.89,2,5.789,121.569,2019-01-17,10:37,Ewallet,115.78,4.761904762,5.789,8.9,8-9,10,37,17,January,2019
610,Yangon,Normal,Female,Electronic accessories,28.96,1,1.448,30.408,2019-02-07,10:18,Credit card,28.96,4.761904762,1.448,6.2,6-7,10,18,7,February,2019
611,Naypyitaw,Member,Female,Food and beverages,98.97,9,44.5365,935.2665,2019-03-09,11:23,Cash,890.73,4.761904762,44.5365,6.7,6-7,11,23,9,March,2019
612,Mandalay,Member,Male,Fashion accessories,93.22,3,13.983,293.643,2019-01-24,11:45,Cash,279.66,4.761904762,13.983,7.2,7-8,11,45,24,January,2019
613,Naypyitaw,Member,Male,Sports and travel,80.93,1,4.0465,84.9765,2019-01-19,16:08,Credit card,80.93,4.761904762,4.0465,9.0,8-9,16,8,19,January,2019
614,Yangon,Member,Male,Food and beverages,67.45,10,33.725,708.225,2019-02-03,11:25,Ewallet,674.5,4.761904762,33.725,4.2,4-5,11,25,3,February,2019
615,Yangon,Member,Female,Sports and travel,38.72,9,17.424,365.904,2019-03-20,12:24,Ewallet,348.48,4.761904762,17.424,4.2,4-5,12,24,20,March,2019
616,Mandalay,Member,Male,Sports and travel,72.6,6,21.78,457.38,2019-01-13,19:51,Cash,435.6,4.761904762,21.78,6.9,6-7,19,51,13,January,2019
617,Naypyitaw,Member,Male,Electronic accessories,87.91,5,21.9775,461.5275,2019-03-14,18:10,Ewallet,439.55,4.761904762,21.9775,4.4,4-5,18,10,14,March,2019
618,Yangon,Member,Male,Food and beverages,98.53,6,29.559,620.739,2019-01-23,11:22,Credit card,591.18,4.761904762,29.559,4.0,3-4,11,22,23,January,2019
619,Naypyitaw,Member,Female,Fashion accessories,43.46,6,13.038,273.798,2019-02-07,17:55,Ewallet,260.76,4.761904762,13.038,8.5,8-9,17,55,7,February,2019
620,Yangon,Normal,Female,Food and beverages,71.68,3,10.752,225.792,2019-03-28,15:30,Credit card,215.04,4.761904762,10.752,9.2,9-10,15,30,28,March,2019
621,Yangon,Member,Female,Food and beverages,91.61,1,4.5805,96.1905,2019-03-20,19:44,Cash,91.61,4.761904762,4.5805,9.8,9-10,19,44,20,March,2019
622,Mandalay,Member,Female,Home and lifestyle,94.59,7,33.1065,695.2365,2019-01-17,15:27,Credit card,662.13,4.761904762,33.1065,4.9,4-5,15,27,17,January,2019
623,Mandalay,Normal,Female,Fashion accessories,83.25,10,41.625,874.125,2019-01-12,11:25,Credit card,832.5,4.761904762,41.625,4.4,4-5,11,25,12,January,2019
624,Mandalay,Member,Male,Fashion accessories,91.35,1,4.5675,95.9175,2019-02-16,15:42,Cash,91.35,4.761904762,4.5675,6.8,6-7,15,42,16,February,2019
625,Mandalay,Member,Female,Food and beverages,78.88,2,7.888,165.648,2019-01-26,16:04,Cash,157.76,4.761904762,7.888,9.1,9-10,16,4,26,January,2019
626,Yangon,Normal,Male,Sports and travel,60.87,2,6.087,127.827,2019-03-09,12:37,Ewallet,121.74,4.761904762,6.087,8.7,8-9,12,37,9,March,2019
627,Mandalay,Member,Male,Health and beauty,82.58,10,41.29,867.09,2019-03-14,14:41,Cash,825.8,4.761904762,41.29,5.0,4-5,14,41,14,March,2019
628,Yangon,Member,Male,Home and lifestyle,53.3,3,7.995,167.895,2019-01-25,14:19,Ewallet,159.9,4.761904762,7.995,7.5,7-8,14,19,25,January,2019
629,Yangon,Normal,Female,Fashion accessories,12.09,1,0.6045,12.6945,2019-01-26,18:19,Credit card,12.09,4.761904762,0.6045,8.2,8-9,18,19,26,January,2019
630,Yangon,Normal,Male,Sports and travel,64.19,10,32.095,673.995,2019-01-19,14:08,Credit card,641.9,4.761904762,32.095,6.7,6-7,14,8,19,January,2019
631,Yangon,Normal,Male,Electronic accessories,78.31,3,11.7465,246.6765,2019-03-05,16:38,Ewallet,234.93,4.761904762,11.7465,5.4,5-6,16,38,5,March,2019
632,Yangon,Member,Male,Food and beverages,83.77,2,8.377,175.917,2019-01-15,10:54,Credit card,167.54,4.761904762,8.377,7.0,6-7,10,54,15,January,2019
633,Mandalay,Normal,Male,Home and lifestyle,99.7,3,14.955,314.055,2019-03-18,11:29,Ewallet,299.1,4.761904762,14.955,4.7,4-5,11,29,18,March,2019
634,Mandalay,Member,Male,Food and beverages,79.91,3,11.9865,251.7165,2019-03-20,19:28,Credit card,239.73,4.761904762,11.9865,5.0,4-5,19,28,20,March,2019
635,Mandalay,Member,Male,Health and beauty,66.47,10,33.235,697.935,2019-01-15,15:01,Credit card,664.7,4.761904762,33.235,5.0,4-5,15,1,15,January,2019
636,Yangon,Normal,Male,Health and beauty,28.95,7,10.1325,212.7825,2019-03-03,20:31,Credit card,202.65,4.761904762,10.1325,6.0,5-6,20,31,3,March,2019
637,Naypyitaw,Normal,Female,Electronic accessories,46.2,1,2.31,48.51,2019-03-19,12:16,Cash,46.2,4.761904762,2.31,6.3,6-7,12,16,19,March,2019
638,Mandalay,Member,Female,Food and beverages,17.63,5,4.4075,92.5575,2019-03-08,15:27,Cash,88.15,4.761904762,4.4075,8.5,8-9,15,27,8,March,2019
639,Mandalay,Normal,Male,Fashion accessories,52.42,3,7.863,165.123,2019-02-27,17:36,Ewallet,157.26,4.761904762,7.863,7.5,7-8,17,36,27,February,2019
640,Mandalay,Member,Female,Food and beverages,98.79,3,14.8185,311.1885,2019-02-23,20:00,Ewallet,296.37,4.761904762,14.8185,6.4,6-7,20,0,23,February,2019
641,Naypyitaw,Member,Female,Electronic accessories,88.55,8,35.42,743.82,2019-03-19,15:29,Ewallet,708.4,4.761904762,35.42,4.7,4-5,15,29,19,March,2019
642,Mandalay,Member,Male,Electronic accessories,55.67,2,5.567,116.907,2019-03-27,15:08,Ewallet,111.34,4.761904762,5.567,6.0,5-6,15,8,27,March,2019
